library_id,wo,Neg,Pos,Pre,log2fc_pos_pre,log2fc_neg_pre,delta_pos,delta_neg,mut_count,ddelta,p_pos_neg,q_pos_neg,p_pos_neg_safe,neglog10_p_pos_neg,category
1,OOOWWOOO,0.002538022,0.003877393,0.003640919,0.090760138,-0.520425914,0.000236474,-0.001102897,6,0.6111860525586681,0,0,5.396576880224386e-299,298.2678816315526,Significant small-effect
1,OOOWWOOW,0.00186528,0.006110019,0.00424025,0.5269235292418711,-1.184324161,0.001869769,-0.00237497,5,1.7112476905799179,0,0,5.396576880224386e-299,298.2678816315526,Significant positive-specific
1,OOOWWOWO,0.003143946,0.002263836,0.0036379,-0.684095851,-0.210467167,-0.001374064,-0.000493954,5,-0.473628684,0,0,5.396576880224386e-299,298.2678816315526,Significant small-effect
1,OOOWWOWW,0.003181388,0.000915433,0.004558368,-2.314732298,-0.51872395,-0.003642935,-0.00137698,4,-1.796008348,0,0,5.396576880224386e-299,298.2678816315526,Significant negative-biased
1,OOOWWWOO,0.004896631,0.004235391,0.005985725,-0.498931159,-0.289682688,-0.001750334,-0.001089093,5,-0.209248471,0,0,5.396576880224386e-299,298.2678816315526,Significant small-effect
1,OOOWWWOW,0.002667704,0.002648173,0.004811732,-0.86131393,-0.850716657,-0.002163559,-0.002144028,4,-0.010597273,0.12091697102752172,0.12155004417426267,0.12091697102752172,0.9175127404431888,Not significant
1,OOOWWWWO,0.001754774,0.001856119,0.00303449,-0.70886312,-0.789821952,-0.001178371,-0.001279716,4,0.080958833,1.3485497359696058e-22,1.4424598847140072e-22,1.3485497359696058e-22,21.870133031666537,Significant small-effect
1,OOOWWWWW,0.001935876,0.000749566,0.00296495,-1.982442638,-0.614762612,-0.002215383,-0.001029074,3,-1.367680026,0,0,5.396576880224386e-299,298.2678816315526,Significant negative-biased
1,OOWOOOOO,0.013982064854101226,0.030687448,0.005252614,2.5463137194658465,1.4122986332165937,0.025434834691552603,0.008729451,7,1.1340150862492528,0,0,5.396576880224386e-299,298.2678816315526,Significant positive-specific
1,OOWOOOOW,0.001242735,0.002381707,0.001715892,0.472802172,-0.465120805,0.000665815,-0.000473158,6,0.9379229769780296,0,0,5.396576880224386e-299,298.2678816315526,Significant small-effect
1,OOWOOOWO,0.005100643,0.007479815,0.005716814,0.38773169646414934,-0.164501864,0.001763001,-0.000616171,6,0.5522335603017225,0,0,5.396576880224386e-299,298.2678816315526,Significant small-effect
1,OOWOOOWW,0.003313359,0.001253948,0.00559116,-2.155777901,-0.754675769,-0.004337212,-0.002277801,5,-1.401102132,0,0,5.396576880224386e-299,298.2678816315526,Significant negative-biased
1,OOWOOWOO,0.000600057,0.000482201,0.000318439,0.5970816514024828,0.9119599366511885,0.000163762,0.000281618,6,-0.314878285,7.00964737047732e-95,7.940131534699973e-95,7.00964737047732e-95,94.15430382923846,Significant small-effect
1,OOWOOWOW,0.006748667,0.006852429,0.004383891,0.6442849890918927,0.6222754152574924,0.002468538,0.002364776,5,0.022009573834400276,2.358040302251562e-07,2.4243305918730917e-07,2.358040302251562e-07,6.627448776469138,Significant small-effect
1,OOWOOWWO,0.004568782,0.001656382,0.004000248,-1.271543673,0.19167544538503037,-0.002343866,0.000568534,5,-1.463219118,0,0,5.396576880224386e-299,298.2678816315526,Significant negative-biased
1,OOWOOWWW,0.001148762,0.000505431,0.002071752,-2.03311006,-0.850212339,-0.001566321,-0.00092299,4,-1.182897721,0,0,5.396576880224386e-299,298.2678816315526,Significant negative-biased
1,OOWOWOOO,0.00066932,0.000605168,0.00131288,-1.116043706,-0.97091124,-0.000707712,-0.00064356,6,-0.145132466,3.0065162423659795e-25,3.24298381199027e-25,3.0065162423659795e-25,24.521936445585034,Significant small-effect
1,OOWOWOOW,0.004178803,0.010596776377516486,0.005009078,1.0808565382869686,-0.261398369,0.005587698,-0.000830276,5,1.342254906999789,0,0,5.396576880224386e-299,298.2678816315526,Significant positive-specific
1,OOWOWOWO,0.004454344,0.005769518,0.005527402,0.061838380608222096,-0.311325751,0.000242116,-0.001073058,5,0.37316413185347735,0,0,5.396576880224386e-299,298.2678816315526,Significant small-effect
1,OOWOWOWW,0.004874433,0.001006178,0.00535209,-2.41005259,-0.134841597,-0.004345911,-0.000477657,4,-2.275210993,0,0,5.396576880224386e-299,298.2678816315526,Significant negative-biased
1,OOWOWWOO,0.011774714245024362,0.011415544446483485,0.006643899,0.7808068144619833,0.8254953396667936,0.004771645,0.005130815,5,-0.044688525,7.369459898703906e-43,8.03941079858608e-43,7.369459898703906e-43,42.13256434003889,Significant small-effect
1,OOWOWWOW,0.004885788,0.007195852,0.004775629,0.5913732609229141,0.032893622,0.002420223,0.000110159,4,0.5584796384696077,0,0,5.396576880224386e-299,298.2678816315526,Significant small-effect
1,OOWOWWWO,0.002543155,0.001245556,0.004421664,-1.826968578,-0.797729099,-0.003176109,-0.001878509,4,-1.029239479,0,0,5.396576880224386e-299,298.2678816315526,Significant negative-biased
1,OOWOWWWW,0.002784409,0.003659185,0.004939506,-0.432742323,-0.826769535,-0.001280321,-0.002155097,3,0.3940272123317545,0,0,5.396576880224386e-299,298.2678816315526,Significant small-effect
1,OOWWOOOO,0.006695759,0.013460872268059863,0.00259833,2.3726673205524893,1.365323216196384,0.010862542,0.004097429,6,1.0073441043561053,0,0,5.396576880224386e-299,298.2678816315526,Significant positive-specific
1,OOWWOOOW,0.005781985,0.002197631,0.001894737,0.2138466319822177,1.6090551432330018,0.000302894,0.003887247,5,-1.395208511,0,0,5.396576880224386e-299,298.2678816315526,Significant negative-biased
1,OOWWOOWO,0.009297644,0.00986111,0.006629574,0.5727626977636286,0.48788673274712435,0.003231537,0.002668071,5,0.084875965,2.934377754205035e-124,3.409382927729904e-124,2.934377754205035e-124,123.53248397842509,Significant small-effect
1,OOWWOOWW,0.002583309,0.002063612,0.005569479,-1.431930907,-1.108023052,-0.003505867,-0.00298617,4,-0.323907855,0,0,5.396576880224386e-299,298.2678816315526,Significant small-effect
1,OOWWOWOO,0.010639996,0.011979949,0.004688294,1.3532994845832536,1.182190566502097,0.007291654,0.005951702,5,0.17110891808115647,0,0,5.396576880224386e-299,298.2678816315526,Significant small-effect
1,OOWWOWOW,0.005112731,0.008012072,0.004230035,0.9213447819010983,0.27336557716433857,0.003782037,0.000882696,4,0.6479792047367596,0,0,5.396576880224386e-299,298.2678816315526,Significant small-effect
1,OOWWOWWO,0.004148915,0.002226706,0.004895341,-1.13614514,-0.2386221,-0.002668635,-0.000746426,4,-0.89752304,0,0,5.396576880224386e-299,298.2678816315526,Significant small-effect
1,OOWWOWWW,0.004615424,0.004869634,0.006427923,-0.40046762,-0.477801365,-0.001558289,-0.001812499,3,0.077333746,6.273124266452935e-52,6.9121369248721e-52,6.273124266452935e-52,51.20251611,Significant small-effect
1,OOWWWOOO,0.007637932,0.012099880637380949,0.004400722,1.4589720985736894,0.7953028621085808,0.007699159,0.00323721,5,0.6636692364651086,0,0,5.396576880224386e-299,298.2678816315526,Significant small-effect
1,OOWWWOOW,0.005459846,0.007519867,0.004096415,0.8761849108518779,0.41441037714439455,0.003423452,0.001363431,4,0.46177453370748334,0,0,5.396576880224386e-299,298.2678816315526,Significant small-effect
1,OOWWWOWO,0.005718099,0.002503176,0.004755522,-0.925571232,0.26588105029577325,-0.002252346,0.000962578,4,-1.191452282,0,0,5.396576880224386e-299,298.2678816315526,Significant negative-biased
1,OOWWWOWW,0.003963769,0.002481819,0.00511045,-1.041753233,-0.366495544,-0.00262863,-0.00114668,3,-0.675257689,0,0,5.396576880224386e-299,298.2678816315526,Significant small-effect
1,OOWWWWOO,0.007579446,0.014743445303198212,0.005678848,1.3762472342139405,0.41643031129509045,0.009064597,0.001900598,4,0.959816923,0,0,5.396576880224386e-299,298.2678816315526,Significant small-effect
1,OOWWWWOW,0.00710476,0.014130371495825906,0.005712799,1.3063792047030507,0.3145385364490809,0.008417572,0.00139196,3,0.9918406682539698,0,0,5.396576880224386e-299,298.2678816315526,Significant small-effect
1,OOWWWWWO,0.005236191,0.002509283,0.002991096,-0.253306488,0.8076370122681361,-0.000481813,0.002245096,3,-1.0609435,0,0,5.396576880224386e-299,298.2678816315526,Significant negative-biased
1,OOWWWWWW,0.005083622,0.009264672,0.005683345,0.7049014301277333,-0.160853748,0.003581327,-0.000599724,2,0.8657551785421247,0,0,5.396576880224386e-299,298.2678816315526,Significant small-effect
1,OWOOOOOO,0.002653816,0.002446375,0.002224194,0.13730418789768725,0.25468064503363746,0.000222181,0.000429622,7,-0.117376457,2.167864561823698e-63,2.4164295841518143e-63,2.167864561823698e-63,62.66396785400172,Significant small-effect
1,OWOOOOOW,0.001174049,0.001099172,0.000982396,0.161884587,0.2568772969569243,0.000116776,0.000191654,6,-0.09499271,1.0800517334632302e-19,1.1456902366018795e-19,1.0800517334632302e-19,18.966555441717205,Significant small-effect
1,OWOOOOWO,0.007209643,0.001762864,0.006300791,-1.837023077,0.19436593708637567,-0.004537928,0.000908852,6,-2.031389014,0,0,5.396576880224386e-299,298.2678816315526,Significant negative-biased
1,OWOOOOWW,0.003374534,0.000120569,0.003877131,-4.995513513,-0.200245892,-0.003756562,-0.000502597,5,-4.795267622,0,0,5.396576880224386e-299,298.2678816315526,Significant negative-biased
1,OWOOOWOO,0.001158184,0.000431696,0.001687659,-1.964453107,-0.542768702,-0.001255963,-0.000529475,6,-1.421684405,0,0,5.396576880224386e-299,298.2678816315526,Significant negative-biased
1,OWOOOWOW,0.001701399,0.003918682,0.003157061,0.3116976406359439,-0.891469307,0.000761621,-0.001455661,5,1.203166947949909,0,0,5.396576880224386e-299,298.2678816315526,Significant positive-specific
1,OWOOOWWO,0.001156117,0.000855074,0.004676474,-2.449922714,-2.015194833,-0.0038214,-0.003520357,5,-0.434727881,0,0,5.396576880224386e-299,298.2678816315526,Significant small-effect
1,OWOOOWWW,0.001043678,0.000396102,0.002582045,-2.701491489,-1.306013894,-0.002185943,-0.001538367,4,-1.395477595,0,0,5.396576880224386e-299,298.2678816315526,Significant negative-biased
1,OWOOWOOO,0.001965319,0.003120296,0.001868335,0.7396201851559638,0.072972423,0.001251961,9.698420950794858e-05,6,0.6666477621239233,0,0,5.396576880224386e-299,298.2678816315526,Significant small-effect
1,OWOOWOOW,0.001954631,0.002428129,0.001979246,0.2947596611329359,-0.018045567,0.000448883,-2.46E-05,5,0.31280522795319615,0,0,5.396576880224386e-299,298.2678816315526,Significant small-effect
1,OWOOWOWO,0.004370015,0.000817569,0.003190883,-1.963231714,0.453560357,-0.002373314,0.001179131,5,-2.416792071,0,0,5.396576880224386e-299,298.2678816315526,Significant negative-biased
1,OWOOWOWW,0.002101401,0.001534989,0.006569541,-2.096844523,-1.643974557,-0.005034552,-0.00446814,4,-0.452869966,0,0,5.396576880224386e-299,298.2678816315526,Significant small-effect
1,OWOOWWOO,0.003838043,0.00541403,0.004558111,0.2482169084261527,-0.248005922,0.000855919,-0.000720068,5,0.4962228302154863,0,0,5.396576880224386e-299,298.2678816315526,Significant small-effect
1,OWOOWWOW,0.002040382,0.002130266,0.001354123,0.6532869972203418,0.5911224439444842,0.000776143,0.000686259,4,0.062164553,6.914997106285496e-16,7.265003799763696e-16,6.914997106285496e-16,15.160207997293572,Significant small-effect
1,OWOOWWWO,0.004749328,0.004482149,0.004802289,-0.099509982,-0.015995326,-0.000320139,-5.30E-05,4,-0.083514656,2.013079000010502e-58,2.2309446926523313e-58,2.013079000010502e-58,57.696139181596486,Significant small-effect
1,OWOOWWWW,0.001807283,0.001408088,0.002362825,-0.746361714,-0.386502886,-0.000954737,-0.000555542,3,-0.359858829,0,0,5.396576880224386e-299,298.2678816315526,Significant small-effect
1,OWOWOOOO,0.001549074,0.003123968,0.002895024,0.10976754578781864,-0.90173647,0.000228943,-0.00134595,6,1.011504015681316,0,0,5.396576880224386e-299,298.2678816315526,Significant positive-specific
1,OWOWOOOW,0.002213595,0.002808907,0.002923354,-0.057595744,-0.40107536,-0.000114447,-0.000709759,5,0.34347961523611664,0,0,5.396576880224386e-299,298.2678816315526,Significant small-effect
1,OWOWOOWO,0.00413956,0.001157396,0.005939086,-2.358355899,-0.520657887,-0.004781691,-0.001799526,5,-1.837698012,0,0,5.396576880224386e-299,298.2678816315526,Significant negative-biased
1,OWOWOOWW,0.002977955,0.000789394,0.004373324,-2.46841624,-0.554253814,-0.00358393,-0.001395369,4,-1.914162426,0,0,5.396576880224386e-299,298.2678816315526,Significant negative-biased
1,OWOWOWOO,0.005536864,0.002002578,0.002642977,-0.400131107,1.066620039531991,-0.000640399,0.002893887,5,-1.466751146,0,0,5.396576880224386e-299,298.2678816315526,Significant negative-biased
1,OWOWOWOW,0.003030796,0.003087849,0.003248667,-0.073222599,-0.100119298,-0.000160818,-0.000217871,4,0.026896699,2.339084979443033e-05,2.3888527449630978e-05,2.339084979443033e-05,4.630953999895518,Significant small-effect
1,OWOWOWWO,0.000564126,0.000186511,0.002367675,-3.659032251,-2.067436088,-0.002181164,-0.001803549,4,-1.591596163,0,0,5.396576880224386e-299,298.2678816315526,Significant negative-biased
1,OWOWOWWW,0.002899092,0.000398612,0.002648438,-2.729013417,0.13041254673985744,-0.002249825,0.000250654,3,-2.859425964,0,0,5.396576880224386e-299,298.2678816315526,Significant negative-biased
1,OWOWWOOO,0.004275197,0.00615689,0.005745658,0.099712845,-0.426394807,0.000411232,-0.001470461,5,0.5261076514019336,0,0,5.396576880224386e-299,298.2678816315526,Significant small-effect
1,OWOWWOOW,0.001232291,0.000849341,0.001650656,-0.957799661,-0.421400441,-0.000801315,-0.000418365,4,-0.53639922,0,0,5.396576880224386e-299,298.2678816315526,Significant small-effect
1,OWOWWOWO,0.002502557,0.000396926,0.0025038,-2.654122724,-0.000716151,-0.002106874,-1.24E-06,4,-2.653406573,0,0,5.396576880224386e-299,298.2678816315526,Significant negative-biased
1,OWOWWOWW,0.002537933,0.000251779,0.002004042,-2.987685587,0.3405896698655108,-0.001752264,0.000533891,3,-3.328275257,0,0,5.396576880224386e-299,298.2678816315526,Significant negative-biased
1,OWOWWWOO,0.004065564,0.001093552,0.004776432,-2.12589528,-0.232424953,-0.00368288,-0.000710868,4,-1.893470327,0,0,5.396576880224386e-299,298.2678816315526,Significant negative-biased
1,OWOWWWOW,0.00335769,0.00142255,0.004889174,-1.780392487,-0.541986996,-0.003466624,-0.001531484,3,-1.238405491,0,0,5.396576880224386e-299,298.2678816315526,Significant negative-biased
1,OWOWWWWO,0.003590567,0.000429073,0.004116555,-3.259134424,-0.197174501,-0.003687482,-0.000525988,3,-3.061959923,0,0,5.396576880224386e-299,298.2678816315526,Significant negative-biased
1,OWOWWWWW,0.002672504,0.002497518,0.003663885,-0.552695332,-0.455036142,-0.001166367,-0.000991381,2,-0.09765919,4.7683622322432467e-45,5.2092492096199336e-45,4.7683622322432467e-45,44.321630760505876,Significant small-effect
1,OWWOOOOO,0.00953201,0.017381352440144656,0.004631795,1.9076687110378703,1.0410490742695222,0.012749558,0.004900215,6,0.8666196367683481,0,0,5.396576880224386e-299,298.2678816315526,Significant small-effect
1,OWWOOOOW,0.001000592,0.000866726,0.000820606,0.078791962,0.28577532356992513,4.611949604322956e-05,0.000179985,5,-0.206983361,1.3890795626967648e-71,1.561951836238822e-71,1.3890795626967648e-71,70.85727287834403,Significant small-effect
1,OWWOOOWO,0.005101087,0.001619477,0.004103032,-1.340623489,0.31404556026152913,-0.002483555,0.000998055,5,-1.65466905,0,0,5.396576880224386e-299,298.2678816315526,Significant negative-biased
1,OWWOOOWW,0.002090935,9.94376266434091e-05,0.00265075,-4.722573138,-0.3421072,-0.002551313,-0.000559816,4,-4.380465938,0,0,5.396576880224386e-299,298.2678816315526,Significant negative-biased
1,OWWOOWOO,0.000497552,0.000244735,0.000269392,-0.137949225,0.8826905516893718,-2.47E-05,0.00022816,5,-1.020639776,0,0,5.396576880224386e-299,298.2678816315526,Significant negative-biased
1,OWWOOWOW,0.001754908,0.003254428,0.002151731,0.5966791017563532,-0.293951055,0.001102697,-0.000396823,4,0.8906301571235551,0,0,5.396576880224386e-299,298.2678816315526,Significant small-effect
1,OWWOOWWO,0.002793364,5.972252331182898e-05,0.002910859,-5.583565172,-0.059420638,-0.002851137,-0.000117495,4,-5.524144534,0,0,5.396576880224386e-299,298.2678816315526,Significant negative-biased
1,OWWOOWWW,0.00139386,6.78154122926038e-05,0.003153592,-5.518577754,-1.177332903,-0.003085776,-0.001759732,3,-4.341244852,0,0,5.396576880224386e-299,298.2678816315526,Significant negative-biased
1,OWWOWOOO,0.002307101,0.002266009,0.001420065,0.6738171049633953,0.6997333468488913,0.000845944,0.000887036,5,-0.025916242,0.000435287,0.000441612,0.000435287,3.3612240805685993,Significant small-effect
1,OWWOWOOW,0.003913883,0.003503809,0.003157928,0.14990072690927184,0.3095342193109931,0.000345881,0.000755955,4,-0.159633492,4.005105218924546e-167,4.806126262709455e-167,4.005105218924546e-167,166.39738606999222,Significant small-effect
1,OWWOWOWO,0.003192743,0.003841387,0.002979789,0.3663084613048711,0.099553899,0.000861598,0.000212954,4,0.2667545620182734,0,0,5.396576880224386e-299,298.2678816315526,Significant small-effect
1,OWWOWOWW,0.001800528,0.000701908,0.003758222,-2.419025823,-1.061213399,-0.003056314,-0.001957694,3,-1.357812423,0,0,5.396576880224386e-299,298.2678816315526,Significant negative-biased
1,OWWOWWOO,0.007320726,0.011916779024190919,0.006650677,0.841325471,0.13846579811133844,0.005266102,0.00067005,4,0.7028596727090476,0,0,5.396576880224386e-299,298.2678816315526,Significant small-effect
1,OWWOWWOW,0.002510824,0.00348811,0.002446209,0.5117218627640188,0.037597863,0.001041901,6.46146502865947e-05,3,0.4741239995990028,0,0,5.396576880224386e-299,298.2678816315526,Significant small-effect
1,OWWOWWWO,0.002533222,0.001390666,0.004369373,-1.650943778,-0.786213206,-0.002978707,-0.00183615,3,-0.864730572,0,0,5.396576880224386e-299,298.2678816315526,Significant small-effect
1,OWWOWWWW,0.005788162,0.005684805,0.006741866,-0.245997287,-0.220007271,-0.001057061,-0.000953703,2,-0.025990016,2.1656159147375944e-08,2.238483206619748e-08,2.1656159147375944e-08,7.664418566,Significant small-effect
1,OWWWOOOO,0.000146081,0.001752523,0.000608067,1.5255827481313524,-2.04998844,0.001144455,-0.000461986,5,3.575571187999444,0,0,5.396576880224386e-299,298.2678816315526,Significant positive-specific
1,OWWWOOOW,0.003769957,0.007245196,0.003009565,1.267189733314522,0.3248966684006781,0.004235632,0.000760393,4,0.9422930649138438,0,0,5.396576880224386e-299,298.2678816315526,Significant small-effect
1,OWWWOOWO,0.006213584,0.006353405,0.005180247,0.2944577362373182,0.2623586281093886,0.001173158,0.001033338,4,0.032099108,4.3201446723772784e-13,4.501860391296811e-13,4.3201446723772784e-13,12.364501709351037,Significant small-effect
1,OWWWOOWW,0.001710555,0.001686206,0.00254485,-0.593511382,-0.572840166,-0.000858644,-0.000834295,3,-0.020671216,0.015581487814765822,0.015745503475973883,0.015581487814765822,1.8073910756177056,Significant small-effect
1,OWWWOWOO,0.007050829,0.006716086,0.005305034,0.34020172640795754,0.4103637231726972,0.001411053,0.001745796,4,-0.070161997,1.4788443240611848e-61,1.6436359491736467e-61,1.4788443240611848e-61,60.83007754118879,Significant small-effect
1,OWWWOWOW,0.006441172,0.004664539,0.004056683,0.2013876569421715,0.6668912101525757,0.000607856,0.00238449,3,-0.465503553,0,0,5.396576880224386e-299,298.2678816315526,Significant small-effect
1,OWWWOWWO,0.002094534,0.000915546,0.003155647,-1.784114648,-0.591074958,-0.002240102,-0.001061113,3,-1.193039689,0,0,5.396576880224386e-299,298.2678816315526,Significant negative-biased
1,OWWWOWWW,0.001302576,0.000534131,0.001440783,-1.42989084,-0.14537932,-0.000906652,-0.000138207,2,-1.28451152,0,0,5.396576880224386e-299,298.2678816315526,Significant negative-biased
1,OWWWWOOO,0.001741753,0.004407927,0.002457258,0.84279107,-0.496268475,0.001950669,-0.000715505,4,1.3390595448148381,0,0,5.396576880224386e-299,298.2678816315526,Significant positive-specific
1,OWWWWOOW,0.006444017,0.008378688,0.005115878,0.7116326977182551,0.3329203,0.00326281,0.001328139,3,0.3787123979426411,0,0,5.396576880224386e-299,298.2678816315526,Significant small-effect
1,OWWWWOWO,0.00394637,0.003483652,0.004803381,-0.463336075,-0.283458597,-0.001319729,-0.00085701,3,-0.179877478,8.98792639983792e-212,1.1169461933779164e-211,8.98792639983792e-212,211.0463404925808,Significant small-effect
1,OWWWWOWW,0.002605196,0.005821747,0.004772513,0.28664852275449404,-0.873105646,0.001049234,-0.002167317,2,1.1597541689983883,0,0,5.396576880224386e-299,298.2678816315526,Significant positive-specific
1,OWWWWWOO,0.005514155,0.003356788,0.003805117,-0.180808954,0.5350812182349579,-0.000448329,0.001709037,3,-0.715890173,0,0,5.396576880224386e-299,298.2678816315526,Significant small-effect
1,OWWWWWOW,0.007396233,0.009459313,0.005115268,0.8867962401541578,0.5318940579865824,0.004344046,0.002280966,2,0.3549021821675754,0,0,5.396576880224386e-299,298.2678816315526,Significant small-effect
1,OWWWWWWO,0.007107849,0.003650118,0.006283286,-0.783410637,0.1778670637448121,-0.002633168,0.000824563,2,-0.961277701,0,0,5.396576880224386e-299,298.2678816315526,Significant small-effect
1,OWWWWWWW,0.001805216,0.002075751,0.001492721,0.47541735473769414,0.2740596314908667,0.00058303,0.000312495,1,0.20135772324682744,1.1997578939273976e-140,1.4088900038780449e-140,1.1997578939273976e-140,139.92090638390204,Significant small-effect
1,WOOOOOOO,0.008265854,0.010829896540657137,0.003095037,1.8066582431877694,1.4169159376826488,0.00773486,0.005170818,7,0.38974230550512057,0,0,5.396576880224386e-299,298.2678816315526,Significant small-effect
1,WOOOOOOW,0.000823246,0.002161476,0.002009567,0.1050814617721417,-1.286456309,0.000151909,-0.001186322,6,1.391537771228118,0,0,5.396576880224386e-299,298.2678816315526,Significant positive-specific
1,WOOOOOWO,0.006789332,0.003910626,0.004266909,-0.125760972,0.6699525663805384,-0.000356283,0.002522423,6,-0.795713538,0,0,5.396576880224386e-299,298.2678816315526,Significant small-effect
1,WOOOOOWW,0.002557021,0.000116672,0.00470808,-5.322596351,-0.880417077,-0.004591408,-0.002151059,5,-4.442179275,0,0,5.396576880224386e-299,298.2678816315526,Significant negative-biased
1,WOOOOWOO,0.002353943,0.000897749,0.002119193,-1.238206172,0.15149627141254904,-0.001221445,0.00023475,6,-1.389702444,0,0,5.396576880224386e-299,298.2678816315526,Significant negative-biased
1,WOOOOWOW,0.002732434,0.006308931,0.0037888,0.7355024695529776,-0.471407273,0.002520131,-0.001056366,5,1.2069097426562463,0,0,5.396576880224386e-299,298.2678816315526,Significant positive-specific
